employee_id,first_name,last_name,gender,birth_date,hire_date,termination_date,status,hotel_code,hotel_name,city,country,department_code,department_name,contract_type,hierarchy_level
EMP00580,Sofia,Gonzalez Garcia,Female,1981-10-02,2020-12-08,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,IT,Information Technology,Seasonal,Staff
EMP00581,Juan,Morales Castro,Male,2002-01-16,2021-08-28,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HR,Human Resources,Permanent,Staff
EMP00582,Pedro,Martinez Gonzalez,Male,1977-11-05,2024-12-24,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SC,Security,Permanent,Manager
EMP00583,Paula,Martinez Sanchez,Female,1992-08-12,2022-05-01,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SC,Security,Internship,Staff
EMP00584,Fernando,Diaz Romero,Male,2000-11-27,2021-12-17,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SW,Spa & Wellness,Permanent,Staff
EMP00585,Sofia,Torres Herrera,Female,1980-01-28,2026-04-09,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SC,Security,Seasonal,Supervisor
EMP00586,Luis,Herrera Lopez,Male,2002-04-10,2023-03-24,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Staff
EMP00587,Laura,Morales Herrera,Female,1982-09-21,2026-05-05,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Seasonal,Staff
EMP00588,Paula,Garcia Diaz,Female,1973-04-02,2021-10-29,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Permanent,Staff
EMP00589,Carmen,Romero Morales,Female,1996-03-03,2020-07-18,,Active,PMI,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Permanent,Staff
EMP00590,Laura,Perez Ramirez,Female,1984-08-18,2023-07-19,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Staff
EMP00591,Maria,Torres Morales,Female,1995-03-23,2025-06-09,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Temporary,Staff
EMP00592,Javier,Lopez Romero,Male,1979-12-15,2025-03-01,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Staff
EMP00593,Pedro,Ramirez Perez,Male,1998-06-20,2023-06-01,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Permanent,Supervisor
EMP00594,Miguel,Gonzalez Sanchez,Male,1998-10-06,2020-11-17,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Staff
EMP00595,Carlos,Rodriguez Rodriguez,Male,1967-07-05,2025-04-05,2025-06-23,Voluntary Termination,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Supervisor
EMP00596,Laura,Gonzalez Gonzalez,Female,2000-01-20,2022-01-26,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SC,Security,Temporary,Staff
EMP00597,Maria,Fernandez Martinez,Female,1992-03-15,2021-02-09,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Staff
EMP00598,Laura,Gonzalez Herrera,Female,2005-12-11,2024-02-10,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Internship,Staff
EMP00599,Camila,Fernandez Romero,Female,1983-04-02,2021-04-07,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HR,Human Resources,Permanent,Supervisor
EMP00600,Luis,Rodriguez Martinez,Male,1966-08-07,2023-09-05,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Permanent,Manager
EMP00601,Valentina,Fernandez Romero,Female,1996-12-04,2023-04-05,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Temporary,Staff
EMP00602,Valentina,Lopez Castro,Female,2006-06-20,2024-11-29,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Seasonal,Staff
EMP00603,Maria,Martinez Morales,Female,1997-02-11,2022-03-26,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HR,Human Resources,Temporary,Staff
EMP00604,Luis,Diaz Castro,Male,2001-01-19,2023-12-29,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SC,Security,Temporary,Staff
EMP00605,Carlos,Diaz Herrera,Male,1998-05-14,2025-07-29,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Staff
EMP00606,Juan,Perez Castro,Male,2006-05-02,2023-09-01,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Temporary,Staff
EMP00607,Valentina,Vargas Gonzalez,Female,1975-12-18,2023-04-17,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Staff
EMP00608,Ana,Rodriguez Romero,Female,2001-10-18,2021-05-02,2022-05-30,Voluntary Termination,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Staff
EMP00609,Javier,Torres Perez,Male,2002-04-15,2025-07-06,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Permanent,Staff
EMP00610,Camila,Herrera Herrera,Female,1991-10-01,2026-04-21,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SM,Sales & Marketing,Temporary,Manager
EMP00611,Paula,Castro Morales,Female,2000-04-06,2023-03-11,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Manager
EMP00612,Andres,Garcia Ramirez,Male,1966-12-13,2024-04-07,2025-01-12,Involuntary Termination,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Temporary,Supervisor
EMP00613,Jose,Fernandez Torres,Male,1996-05-31,2020-12-13,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SW,Spa & Wellness,Seasonal,Staff
EMP00614,Fernando,Romero Diaz,Male,2000-08-22,2020-03-24,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SC,Security,Temporary,Staff
EMP00615,Valentina,Lopez Gonzalez,Female,1992-01-09,2023-10-08,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FN,Finance,Permanent,Staff
EMP00616,Valentina,Martinez Gonzalez,Female,2000-02-16,2023-03-23,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FN,Finance,Temporary,Staff
EMP00617,Andres,Lopez Ramirez,Male,1991-02-23,2023-01-24,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Temporary,Staff
EMP00618,Luis,Torres Romero,Male,1996-07-26,2026-01-20,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HR,Human Resources,Permanent,Staff
EMP00619,Camila,Vargas Perez,Female,2005-10-14,2020-03-17,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Staff
EMP00620,Paula,Romero Rodriguez,Female,1995-03-25,2025-11-09,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FN,Finance,Permanent,Staff
EMP00621,Fernando,Romero Ramirez,Male,2005-03-20,2020-09-20,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Supervisor
EMP00622,Isabel,Fernandez Lopez,Female,1986-10-05,2021-09-06,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Seasonal,Staff
EMP00623,Ana,Gonzalez Perez,Female,1999-09-03,2023-01-22,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Supervisor
EMP00624,Pedro,Garcia Rodriguez,Male,1985-12-06,2020-12-09,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Staff
EMP00625,Isabel,Sanchez Fernandez,Female,1991-09-30,2021-04-03,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FN,Finance,Internship,Staff
EMP00626,Laura,Ramirez Ramirez,Female,1994-03-13,2024-05-16,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HR,Human Resources,Seasonal,Supervisor
EMP00627,Fernando,Diaz Rodriguez,Male,1984-10-10,2025-07-01,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FD,Front Desk,Permanent,Staff
EMP00628,Miguel,Morales Herrera,Male,1980-07-06,2024-02-15,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SM,Sales & Marketing,Temporary,Staff
EMP00629,Lucia,Diaz Castro,Female,1998-10-27,2023-06-20,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Permanent,Staff
EMP00630,Isabel,Diaz Torres,Female,1986-07-22,2021-01-04,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Staff
EMP00631,Isabel,Rodriguez Diaz,Female,2000-11-06,2020-11-24,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Manager
EMP00632,Miguel,Diaz Martinez,Male,1990-06-20,2023-12-12,2024-03-05,Voluntary Termination,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Supervisor
EMP00633,Miguel,Vargas Sanchez,Male,1997-04-29,2020-01-13,2022-12-01,Voluntary Termination,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Staff
EMP00634,Javier,Sanchez Romero,Male,1992-06-24,2023-08-01,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Permanent,Staff
EMP00635,Luis,Gonzalez Martinez,Male,1997-08-22,2024-08-24,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SC,Security,Temporary,Supervisor
EMP00636,Camila,Fernandez Martinez,Female,2004-07-29,2025-03-09,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SM,Sales & Marketing,Permanent,Staff
EMP00637,Carlos,Morales Perez,M,1981-10-21,2026-05-12,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Supervisor
EMP00638,Valentina,Lopez Fernandez,Female,1996-04-05,2022-04-12,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Seasonal,Supervisor
EMP00639,Lucia,Torres Gonzalez,Female,1994-01-27,2024-09-09,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Temporary,Manager
EMP00640,Jose,Morales Vargas,Male,2007-11-20,2020-12-17,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Temporary,Staff
EMP00641,Fernando,Diaz Martinez,Male,1976-12-11,2021-01-25,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FD,Front Desk,Temporary,Staff
EMP00642,Paula,Rodriguez Garcia,Female,2001-08-28,2022-11-04,2023-12-06,Involuntary Termination,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Temporary,Staff
EMP00643,Luis,Perez Herrera,Male,1974-09-12,2023-10-21,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Permanent,Staff
EMP00644,Diego,Rodriguez Sanchez,Male,1994-08-01,2025-08-06,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Staff
EMP00645,Javier,Ramirez Romero,Male,2002-07-09,2021-11-06,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HR,Human Resources,Permanent,Staff
EMP00646,Lucia,Sanchez Rodriguez,Female,1982-06-14,2022-07-30,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SW,Spa & Wellness,Permanent,Staff
EMP00647,Valentina,Rodriguez Vargas,Female,2001-03-27,2023-12-31,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Staff
EMP00648,Sofia,Perez Perez,Female,1981-06-08,2025-09-14,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FB,Food & Beverage,Temporary,Staff
EMP00649,Isabel,Martinez Fernandez,Female,2006-06-27,2025-08-02,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Temporary,Staff
EMP00650,Carlos,Ramirez Sanchez,Male,1983-01-24,2020-04-28,,Long Leave,HES002,GlobalStay Madrid Business,Madrid,Spain,SW,Spa & Wellness,Permanent,Manager
EMP00651,Juan,Vargas Ramirez,Male,1997-05-13,2026-05-20,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SW,Spa & Wellness,Temporary,Staff
EMP00652,Laura,Castro Martinez,Female,2004-05-31,2024-06-21,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Permanent,Staff
EMP00653,Isabel,Torres Sanchez,Female,1983-08-07,2021-05-08,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,FN,Finance,Temporary,Staff
EMP00654,Diego,Gonzalez Herrera,Male,1985-11-06,2024-12-29,2025-09-02,Voluntary Termination,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Seasonal,Staff
EMP00655,Carmen,Perez Romero,Female,1999-06-30,2024-10-10,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SC,Security,Permanent,Supervisor
EMP00656,Maria,Herrera Martinez,Female,1994-03-26,2023-04-05,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Staff
EMP00657,Sofia,Fernandez Romero,Female,1980-04-16,2023-04-25,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Temporary,Staff
EMP00658,Pedro,Diaz Morales,Male,1991-07-08,2022-11-09,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,SW,Spa & Wellness,Permanent,Staff
EMP00659,Fernando,Rodriguez Martinez,Male,2003-07-03,2024-08-31,,Active,HES002,GlobalStay Madrid Business,Madrid,Spain,MT,Maintenance,Permanent,Staff
EMP00660,Diego,Perez Gonzalez,Male,1985-09-10,2022-01-28,2024-05-16,Involuntary Termination,HES002,GlobalStay Madrid Business,Madrid,Spain,HK,Housekeeping,Permanent,Staff
EMP00661,Carlos,Garcia Perez,Male,1980-07-29,2025-05-08,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SC,Security,Permanent,Supervisor
EMP00662,Isabel,Torres Martinez,Female,2006-06-02,2021-05-27,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Staff
EMP00663,Juan,Gonzalez Herrera,Male,1982-01-07,2021-08-17,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Manager
EMP00664,Isabel,Garcia Lopez,Female,1972-10-23,2021-11-11,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FN,Finance,Seasonal,Staff
EMP00665,Noa,Castro Rodriguez,Non Binary,1983-10-01,2023-09-29,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SW,Spa & Wellness,Temporary,Supervisor
EMP00666,Camila,Torres Rodriguez,Female,1981-08-01,2025-06-19,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Internship,Staff
EMP00667,Pedro,Fernandez Rodriguez,Male,2008-05-09,2025-12-03,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SM,Sales & Marketing,Internship,Supervisor
EMP00668,Valentina,Lopez Herrera,Female,1990-03-04,2023-11-21,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Staff
EMP00669,Javier,Fernandez Ramirez,Male,2005-07-01,2025-04-02,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Temporary,Supervisor
EMP00670,Pedro,Perez Gonzalez,Male,1978-03-22,2023-03-02,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,MT,Maintenance,Temporary,Manager
EMP00671,Fernando,Herrera Torres,Male,1990-01-28,2022-08-19,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FD,Front Desk,Permanent,Staff
EMP00672,Javier,Rodriguez Martinez,Male,1980-08-27,2023-10-15,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,IT,Information Technology,Temporary,Staff
EMP00673,Carmen,Morales Rodriguez,Female,1971-04-18,2026-03-31,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Staff
EMP00674,Ana,Vargas Vargas,Female,1963-08-28,2021-03-30,2021-12-01,Voluntary Termination,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FD,Front Desk,Permanent,Staff
EMP00675,Miguel,Lopez Gonzalez,Male,1996-04-21,2024-01-21,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SC,Security,Permanent,Manager
EMP00676,Miguel,Lopez Gonzalez,Male,2002-01-15,2024-12-03,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,MT,Maintenance,Permanent,Staff
EMP00677,Carmen,Romero Morales,Female,1991-11-04,2022-10-02,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SC,Security,Temporary,Staff
EMP00678,Valentina,Morales Garcia,Female,1981-12-19,2024-12-17,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,MT,Maintenance,Permanent,Supervisor
EMP00679,Maria,Romero Rodriguez,Female,2007-06-11,2024-05-29,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,MT,Maintenance,Temporary,Supervisor
EMP00680,Luis,Romero Castro,Male,1980-01-19,2026-03-17,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,MT,Maintenance,Temporary,Staff
EMP00681,Javier,Sanchez Castro,Male,2004-10-27,2025-01-01,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FD,Front Desk,Permanent,Staff
EMP00682,Fernando,Gonzalez Torres,Male,1985-04-07,2020-12-11,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Seasonal,Staff
EMP00683,Lucia,Martinez Torres,Female,2002-09-07,2025-11-05,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Staff
EMP00684,Luis,Romero Lopez,Male,1996-05-17,2020-09-02,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SM,Sales & Marketing,Seasonal,Staff
EMP00685,Pedro,Torres Garcia,Male,1996-07-24,2025-01-30,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SM,Sales & Marketing,Permanent,Staff
EMP00686,Jose,Morales Torres,Male,1981-12-25,2023-03-11,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,IT,Information Technology,Permanent,Staff
EMP00687,Diego,Vargas Lopez,Male,1993-11-05,2021-08-23,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Temporary,Manager
EMP00688,Valentina,Martinez Morales,Female,1971-11-21,2025-11-25,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,IT,Information Technology,Temporary,Staff
EMP00689,Isabel,Vargas Herrera,Female,1997-06-11,2024-09-03,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Supervisor
EMP00690,Camila,Lopez Gonzalez,Female,2001-04-11,2025-02-08,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Supervisor
EMP00691,Carlos,Morales Torres,Male,1999-01-06,2020-06-13,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SC,Security,Internship,Staff
EMP00692,Miguel,Sanchez Romero,Male,2003-10-04,2020-07-18,2024-07-16,Voluntary Termination,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Supervisor
EMP00693,Laura,Rodriguez Romero,Female,1974-11-29,2025-05-24,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,MT,Maintenance,Permanent,Supervisor
EMP00694,Paula,Sanchez Sanchez,Female,2000-12-26,2025-08-29,2026-03-07,Voluntary Termination,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Seasonal,Supervisor
EMP00695,Paula,Romero Castro,Female,1981-10-27,2022-08-11,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FD,Front Desk,Temporary,Supervisor
EMP00696,Maria,Garcia Torres,Female,1991-09-07,2026-04-17,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Staff
EMP00697,Paula,Rodriguez Gonzalez,Female,2008-01-22,2025-05-03,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Staff
EMP00698,Paula,Vargas Martinez,Female,1981-05-30,2025-12-25,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Temporary,Staff
EMP00699,Diego,Romero Perez,Male,1974-04-25,2024-08-26,2025-01-05,Retirement,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SM,Sales & Marketing,Permanent,Staff
EMP00700,Javier,Perez Torres,Male,1988-11-14,2021-08-12,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Staff
EMP00701,Carmen,Perez Garcia,Female,1974-11-11,2020-08-27,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FD,Front Desk,Temporary,Staff
EMP00702,Laura,Rodriguez Gonzalez,Female,2005-04-13,2022-09-08,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Staff
EMP00703,Camila,Romero Martinez,Female,1986-08-31,2025-06-06,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HR,Human Resources,Permanent,Staff
EMP00704,Lucia,Sanchez Torres,Female,1993-03-30,2026-05-16,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,MT,Maintenance,Permanent,Staff
EMP00705,Diego,Perez Fernandez,Male,1991-10-17,2026-01-10,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Supervisor
EMP00706,Paula,Torres Perez,Female,1970-06-27,2020-01-03,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Temporary,Staff
EMP00707,Jose,Torres Rodriguez,Male,1989-04-09,2021-10-23,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FD,Front Desk,Permanent,Staff
EMP00708,Sofia,Romero Gonzalez,Female,1986-02-05,2025-08-29,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Staff
EMP00709,Lucia,Vargas Ramirez,Female,1973-06-06,2020-03-06,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,MT,Maintenance,Permanent,Supervisor
EMP00710,Valentina,Castro Martinez,Female,1988-11-30,2020-11-13,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Staff
EMP00711,Miguel,Garcia Lopez,Male,1997-05-31,2025-03-10,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SC,Security,Permanent,Staff
EMP00712,Carmen,Gonzalez Martinez,Female,1997-01-18,2023-05-26,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FD,Front Desk,Seasonal,Manager
EMP00713,Paula,Gonzalez Garcia,Female,1998-10-01,2022-03-14,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Seasonal,Staff
EMP00714,Andres,Perez Martinez,Male,1986-02-14,2021-06-09,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Staff
EMP00715,Nico,Gonzalez Garcia,Non Binary,2003-07-18,2025-12-22,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SC,Security,Permanent,Staff
EMP00716,Ana,Ramirez Romero,Female,1981-12-07,2024-07-24,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Staff
EMP00717,Jose,Rodriguez Diaz,Male,2000-12-21,2024-09-16,2026-05-24,Voluntary Termination,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FD,Front Desk,Permanent,Manager
EMP00718,Ana,Fernandez Romero,Female,1997-05-09,2020-10-31,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SW,Spa & Wellness,Permanent,Manager
EMP00719,Valentina,Romero Garcia,Female,1988-12-18,2023-10-01,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Temporary,Supervisor
EMP00720,Camila,Fernandez Martinez,Female,1993-05-10,2024-12-01,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Staff
EMP00721,Carlos,Sanchez Rodriguez,Male,1981-04-19,2024-12-15,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Temporary,Supervisor
EMP00722,Luis,Castro Castro,Male,2001-10-21,2021-01-27,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FN,Finance,Permanent,Manager
EMP00723,Andres,Lopez Ramirez,Male,1992-04-16,2020-04-16,2021-02-16,Voluntary Termination,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FD,Front Desk,Temporary,Supervisor
EMP00724,Andres,Gonzalez Sanchez,Male,1983-07-29,2025-09-15,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,MT,Maintenance,Seasonal,Staff
EMP00725,Juan,Rodriguez Sanchez,Male,1975-09-07,2023-06-30,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Temporary,Staff
EMP00726,Luis,Ramirez Torres,Male,2008-02-10,2024-02-19,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Staff
EMP00727,Juan,Romero Morales,Male,1996-07-04,2022-03-11,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SC,Security,Permanent,Staff
EMP00728,Valentina,Ramirez Ramirez,Female,1995-05-20,2023-05-12,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Staff
EMP00729,Jose,Fernandez Vargas,Male,1973-11-18,2022-05-23,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HR,Human Resources,Permanent,Staff
EMP00730,Carmen,Garcia Martinez,Female,2007-10-29,2024-01-05,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,HK,Housekeeping,Permanent,Staff
EMP00731,Diego,Rodriguez Garcia,Male,1996-03-13,2022-03-26,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Supervisor
EMP00732,Miguel,Gonzalez Garcia,Male,1977-07-10,2021-12-22,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SC,Security,Temporary,Staff
EMP00733,Jose,Torres Vargas,Male,1994-07-26,2022-09-10,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,SC,Security,Permanent,Director Hotel
EMP00734,Carlos,Lopez Sanchez,Male,1973-12-01,2021-06-19,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Staff
EMP00735,Jose,Rodriguez Gonzalez,Male,2003-07-24,2026-01-02,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Temporary,Staff
EMP00736,Sofia,Sanchez Herrera,Female,2006-09-23,2022-05-07,,Active,HES003,GlobalStay Barcelona Beach,Barcelona,Spain,FB,Food & Beverage,Permanent,Staff
